編號,車位類別,車位價格,車位面積平方公尺
RPUTMLKKLHMFFEF78CA,坡道平面,1500000,36.30
RPVTMLKKLHMFFEF88CA,坡道平面,1500000,36.30
RPWTMLKKLHMFFEF98CA,坡道平面,1450000,36.30
RPOUMLKKLHMFFEF28CA,坡道平面,1150000,36.30
RPPUMLKKLHMFFEF38CA,坡道平面,1050000,36.30
RPRUMLKKLHMFFEF58CA,坡道平面,1200000,36.30
RPPNMLNKLHMFFEF97CA,坡道平面,1350000,36.30
RPQNMLNKLHMFFEF08CA,坡道平面,1450000,36.30
RPRNMLNKLHMFFEF18CA,坡道平面,1500000,36.30
RPSNMLNKLHMFFEF28CA,坡道平面,1150000,36.30
RPTNMLNKLHMFFEF38CA,坡道平面,1500000,36.30
RPUNMLNKLHMFFEF48CA,坡道平面,1160000,36.30
RPVNMLNKLHMFFEF58CA,坡道平面,1300000,36.30
RPWNMLNKLHMFFEF68CA,坡道機械,750000,18.15
RPXNMLNKLHMFFEF78CA,坡道機械,750000,18.15
RPOOMLNKLHMFFEF97CA,坡道平面,1150000,36.30
RPPOMLNKLHMFFEF08CA,坡道平面,1450000,36.30
RPQOMLNKLHMFFEF18CA,坡道平面,1500000,36.30
RPWQMLNKLHMFFEF98CA,坡道平面,1000000,36.30
RPQQMLLKMHMFFEF28CA,坡道平面,1150000,36.30
RPSOMLNKLHMFFEF38CA,坡道機械,900000,18.15
RPTOMLNKLHMFFEF48CA,坡道平面,550000,18.15
RPUOMLNKLHMFFEF58CA,坡道機械,750000,18.15
RPWOMLNKLHMFFEF78CA,坡道機械,700000,18.15
RPXOMLNKLHMFFEF88CA,坡道機械,1000000,18.15
RPOPMLNKLHMFFEF08CA,坡道機械,900000,18.15
RPPPMLNKLHMFFEF18CA,坡道機械,800000,18.15
RPQPMLNKLHMFFEF28CA,坡道機械,800000,18.15
RPRPMLNKLHMFFEF38CA,坡道機械,900000,18.15
RPTPMLNKLHMFFEF58CA,坡道機械,750000,18.15
RPUPMLNKLHMFFEF68CA,坡道機械,720000,18.15
RPVPMLNKLHMFFEF78CA,坡道平面,1000000,36.30
RPWPMLNKLHMFFEF88CA,坡道機械,750000,18.15
RPXPMLNKLHMFFEF98CA,坡道機械,900000,18.15
RPOQMLNKLHMFFEF18CA,坡道平面,1050000,36.30
RPOQMLNKLHMFFEF18CA,坡道機械,840000,18.15
RPPQMLNKLHMFFEF28CA,坡道機械,700000,18.15
RPQQMLNKLHMFFEF38CA,坡道機械,700000,18.15
RPRQMLNKLHMFFEF48CA,坡道平面,1160000,36.30
RPSQMLNKLHMFFEF58CA,坡道平面,1300000,36.30
RPTQMLNKLHMFFEF68CA,坡道平面,1500000,36.30
RPUQMLNKLHMFFEF78CA,坡道平面,1550000,36.30
RPTNNLTKOHMFFBF09CA,坡道平面,0,26.79
RPWPMLRLOHMFFEF27EA,坡道平面,0,46.67
RPVNMLMLLHMFFGF98EA,坡道平面,0,
SPVNMLMLLHMFFGF09EA,坡道平面,0,
RPXQMLNLLHMFFEF56CA,坡道平面,1300000,36.30
RPPRMLNLLHMFFEF48CA,坡道平面,1650000,36.30
RPRRMLNLLHMFFEF68CA,坡道機械,850000,18.15
RPSRMLNLLHMFFEF78CA,坡道平面,1300000,36.30
RPSNMLRLLHMFFEF78CA,坡道機械,750000,18.15
RPTNMLRLLHMFFEF88CA,坡道機械,750000,18.15
RPVNMLRLLHMFFEF09CA,坡道平面,1450000,36.30
RPXNMLRLLHMFFEF66CA,坡道平面,1160000,36.30
RPOPMLSKMHMFFAF28CA,坡道平面,0,25.38
RPOPMLSKMHMFFAF28CA,坡道平面,0,25.38
RPTPMLPKOHMFFEF66EA,坡道機械,0,12.94
RPWNMLSLLHMFFGF86CA,坡道平面,0,30.00
RPOVMLLLOHMFFBF58CA,坡道平面,0,
RPQPMLSKMHMFFAF48CA,坡道平面,0,25.38
RPQPMLSKMHMFFAF48CA,坡道平面,0,23.25
RPVNMLMLOHMFFDF78CA,坡道平面,0,
RPRNMLSKMHMFFBF48CA,坡道平面,0,31.97
RPRNMLSKMHMFFBF48CA,坡道平面,0,28.50
RPVNMLPKOHMFFBF78CA,坡道平面,800000,31.30
RPSSMLMLOHMFFBF78CA,坡道平面,0,
RPUPMLMJNHMFFCF48CA,坡道平面,0,36.92
RPSOMLNJNHMFFCF28CA,坡道平面,0,35.19
RPSOMLNJNHMFFCF28CA,坡道平面,0,35.19
RPUOMLNJNHMFFCF48CA,坡道平面,0,35.19
RPUOMLNJNHMFFCF48CA,坡道平面,0,35.19
RPPNMLOJNHMFFCF97CA,升降平面,0,33.99
RPXPMLNLNHMFFBF98CA,坡道平面,1700000,37.17
RPRQMLNLNHMFFBF48CA,坡道平面,1950000,37.17
RPUQMLNLNHMFFBF78CA,坡道平面,1900000,32.40
RPVQMLNLNHMFFBF88CA,坡道平面,1850000,37.17
RPXNMLLMNHMFFBF68CA,坡道平面,1500000,38.51
RPXOMLLKNHMFFBF58CA,坡道平面,0,39.13
RPXOMLLKNHMFFBF58CA,坡道平面,0,39.13
RPSSMLPKNHMFFBF88CA,坡道平面,0,41.39
RPQOMLQKNHMFFBF38CA,坡道平面,0,27.18
RPPQMLRKNHMFFBF58CA,坡道平面,2100000,47.19
RPRQMLRKNHMFFBF78CA,坡道平面,2000000,40.58
RPVQMLRKNHMFFBF56CA,坡道平面,2000000,40.58
RPPRMLRKNHMFFBF68CA,坡道平面,2100000,47.19
RPRRMLRKNHMFFBF88CA,坡道平面,2000000,40.58
RPVPMLKLNHMFFBF48CA,坡道平面,1600000,38.51
RPQNMLMJNHMFFBF77CA,坡道平面,0,
RPRNMLMJNHMFFBF87CA,坡道平面,0,
RPTQMLMJNHMFFBF38CA,升降機械,0,
RPSRMLMJNHMFFBF38CA,坡道平面,0,29.75
RPQNMLNJNHMFFBF87CA,坡道平面,0,25.81
RPQOMLTJNHMFFBF58CA,坡道平面,0,32.85
RPQOMLTJNHMFFBF58CA,坡道平面,0,32.85
RPQOMLTJNHMFFBF58CA,坡道平面,0,32.85
RPOQMLKKNHMFFBF77CA,坡道平面,1800000,36.19
RPOQMLKKNHMFFBF77CA,坡道平面,1800000,36.19
RPPQMLKKNHMFFBF87CA,坡道平面,1700000,36.19
RPPQMLMJNHMFFAF87CA,坡道平面,2200000,26.73
RPPOMLNJNHMFFAF77CA,坡道平面,1500000,29.56
RPRNMLKKNHMFFAF67CA,坡道平面,1700000,39.53
RPROMLLKNHMFFAF87CA,坡道平面,0,27.26
RPWQMLMJNHMFFEF98CA,坡道平面,1450000,31.66
RPPRMLMJNHMFFEF38CA,坡道平面,1450000,31.66
RPUOMLOJNHMFFEF78CA,坡道平面,1400000,29.46
RPVOMLOJNHMFFEF88CA,坡道平面,1400000,29.46
RPQNMLPJNHMFFDF28CA,坡道機械,0,21.35
RPPOMLTJNHMFFDF68CA,坡道平面,1550000,44.27
RPQOMLPKNHMFFDF48CA,坡道平面,0,33.47
RPQOMLPKNHMFFDF48CA,坡道平面,0,33.47
RPQOMLPKNHMFFDF48CA,坡道機械,0,18.95
RPQOMLPKNHMFFDF48CA,坡道機械,0,18.95
RPSOMLPKNHMFFDF68CA,坡道平面,0,33.47
RPSOMLPKNHMFFDF68CA,坡道平面,0,33.47
RPSOMLPKNHMFFDF68CA,坡道機械,0,18.95
RPSOMLPKNHMFFDF68CA,坡道機械,0,18.95
RPRNMLRKNHMFFDF68CA,坡道平面,0,32.00
RPOOMLNJNHMFFGF28CA,坡道平面,0,68.12
RPTPMLNJNHMFFGF88CA,坡道平面,2000000,27.19
RPTPMLNJOHMFFEF78CA,坡道平面,0,
RPUPMLMKNHMFFEF78CA,坡道平面,0,
RPUPMLMKNHMFFEF78CA,坡道平面,0,
RPPOMLNLNHMFFEF38CA,坡道平面,0,
RPPOMLNLNHMFFEF38CA,坡道平面,0,
RPRPMLPLNHMFFEF88CA,坡道平面,0,37.38
RPVOMLNJNHMFFBF68EA,坡道平面,1650000,26.60
RPWOMLNJNHMFFBF78EA,坡道平面,1650000,26.60
RPXOMLNJNHMFFBF88EA,坡道平面,0,34.96
RPXOMLNJNHMFFBF88EA,坡道平面,0,34.96
RPOPMLNJNHMFFBF08EA,坡道平面,0,38.25
RPOPMLNJNHMFFBF08EA,坡道平面,0,38.25
RPQOMLLKNHMFFGF58EA,坡道平面,0,30.51
RPROMLOJNHMFFHF78CA,坡道平面,0,26.46
RPPQMLNJNHMFFHF68CA,坡道平面,0,28.81
RPWPMLOJNHMFFHF76CA,升降平面,0,26.83
RPVPMLPJNHMFFHF76CA,坡道機械,0,13.67
RPPNMLTKNHMFFHF09CA,升降機械,1350000,6.87
RPPNMLOLNHMFFHF68CA,塔式車位,1000000,1.56
RPVNMLSJNHMFFIF96CA,坡道平面,0,16.02
RPXNMLLKNHMFFIF56CA,坡道平面,0,27.20
RPSPMLMLNHMFFIF09CA,坡道平面,1200000,39.76
RPPPMLOJNHMFFGF68DA,坡道平面,1500000,21.43
RPXQMLPJNHMFFEF86DA,坡道平面,1500000,34.79
RPPQMLNJNHMFFAF08DA,升降機械,1300000,
RPXQMLMJNHMFFBF88DA,坡道平面,1700000,33.84
RPUNMLTJNHMFFBF98DA,坡道平面,0,15.07
RPUNMLTJNHMFFBF98DA,坡道平面,0,15.07
RPUNMLTJNHMFFBF98DA,坡道平面,0,12.92
RPRQMLMKNHMFFBF38DA,坡道機械,1000000,
RPSOMLMKNHMFFCF38DA,坡道機械,1200000,
RPPNMLNKNHMFFCF08DA,坡道機械,2000000,33.08
RPQOMLTJNHMFFCF78DA,坡道平面,0,34.59
RPQOMLTJNHMFFCF78DA,坡道平面,0,34.59
RPQOMLQKNHMFFCF58DA,塔式車位,1300000,16.20
RPRPMLKKNHMFFCF18DA,坡道平面,2000000,26.42
RPWNMLPJNHMFFCF88DA,坡道平面,2500000,25.97
RPOOMLRKNHMFFBF38DA,坡道平面,1600000,49.14
RPRNMLMLNHMFFBF18DA,坡道平面,1600000,49.14
RPQOMLNJNHMFFBF08DA,坡道平面,1420000,43.12
RPVNMLTJNHMFFAF98DA,升降機械,1400000,
RPUOMLMJNHMFFEF68DA,坡道平面,1100000,31.77
RPVOMLMJNHMFFEF78DA,坡道平面,1100000,36.52
RPXOMLMJNHMFFEF98DA,坡道平面,1400000,36.52
RPRPMLMJNHMFFEF48DA,坡道平面,1100000,36.52
RPSPMLMJNHMFFEF58DA,坡道平面,1100000,36.52
RPQQMLMJNHMFFEF48DA,坡道平面,1100000,36.52
RPTNMLOLNHMFFIF56CA,坡道平面,0,29.80
RPTNMLOLNHMFFIF56CA,坡道平面,0,29.80
RPXQMLTJNHMFFIF57CA,坡道平面,1400000,40.72
RPQOMLKKNHMFFIF48CA,升降機械,0,
RPOOMLQLNHMFFHF88CA,坡道平面,1800000,31.23
RPOOMLOJNHMFFIF58CA,坡道平面,900000,44.96
RPOOMLOJNHMFFIF58CA,坡道平面,900000,44.96
RPSOMLPJNHMFFAF48EA,坡道平面,0,26.47
RPXOMLOKOHMFFAF09EA,坡道平面,0,30.08
RPXOMLOKOHMFFAF09EA,坡道平面,0,32.49
RPXOMLOKOHMFFAF09EA,坡道平面,0,32.49
RPSNMLMLNHMFFGF68CA,升降平面,1600000,31.14
RPTNMLMLNHMFFGF78CA,升降平面,1800000,31.14
RPSNMLOLNHMFFGF88CA,坡道平面,0,23.39
RPTNMLOLNHMFFGF98CA,坡道平面,0,26.99
RPUNMLOLNHMFFGF09CA,坡道平面,0,23.39
RPWNMLOLNHMFFGF66CA,坡道平面,0,26.99
RPSNMLPLNHMFFGF98CA,坡道平面,0,26.99
RPRNMLQJNHMFFGF78CA,坡道平面,2100000,30.00
RPSOMLSJNHMFFGF56CA,坡道平面,0,29.98
RPQNMLKKNHMFFGF18CA,升降平面,2200000,48.60
RPPPMLQLNHMFFEF78CA,坡道平面,0,40.16
RPPPMLQLNHMFFEF78CA,坡道平面,0,40.16
RPQPMLQLNHMFFEF88CA,坡道平面,0,40.16
RPQPMLQLNHMFFEF88CA,坡道平面,0,40.16
RPTPMLQLNHMFFEF56CA,坡道平面,0,40.16
RPTPMLQLNHMFFEF56CA,坡道平面,0,40.16
RPTQMLMKNHMFFEF78CA,坡道平面,0,14.90
RPROMLNJOHMFFEF48CA,坡道平面,1500000,23.55
RPSPMLNJNHMFFGF78CA,坡道平面,0,32.30
RPSPMLNJNHMFFGF78CA,坡道平面,0,32.30
RPQNMLNJNHMFFGF38CA,坡道平面,0,36.93
RPWNMLPJNHMFFDF88CA,坡道平面,0,30.69
RPWNMLPJNHMFFDF88CA,坡道平面,0,30.69
RPWNMLPJNHMFFDF88CA,坡道平面,0,30.69
RPWNMLPJNHMFFDF88CA,坡道平面,0,30.69
RPWNMLPJNHMFFDF88CA,坡道平面,0,30.69
SPWNMLPJNHMFFDF98CA,坡道平面,0,30.69
SPWNMLPJNHMFFDF98CA,坡道平面,0,30.69
SPWNMLPJNHMFFDF98CA,坡道平面,0,30.69
SPWNMLPJNHMFFDF98CA,坡道平面,0,30.69
SPWNMLPJNHMFFDF98CA,坡道平面,0,30.69
TPWNMLPJNHMFFDF09CA,坡道平面,0,30.69
TPWNMLPJNHMFFDF09CA,坡道平面,0,30.69
TPWNMLPJNHMFFDF09CA,坡道平面,0,30.69
TPWNMLPJNHMFFDF09CA,坡道平面,0,30.69
TPWNMLPJNHMFFDF09CA,坡道平面,0,30.69
UPWNMLPJNHMFFDF56CA,坡道平面,0,30.69
UPWNMLPJNHMFFDF56CA,坡道平面,0,30.69
UPWNMLPJNHMFFDF56CA,坡道平面,0,30.69
UPWNMLPJNHMFFDF56CA,坡道平面,0,30.69
UPWNMLPJNHMFFDF56CA,坡道平面,0,30.69
RPQPMLNJNHMFFDF28CA,坡道平面,0,
RPSNMLLKNHMFFEF28CA,坡道平面,0,
RPPNMLRJNHMFFAF08CA,坡道平面,0,71.70
RPRQMLMJNHMFFAF08CA,坡道平面,2100000,26.73
RPOQMLMJNHMFFAF77CA,坡道平面,0,36.97
RPWNMLKKNHMFFBF28CA,坡道機械,0,18.04
RPVQMLTJNHMFFBF66CA,坡道平面,0,18.14
RPPRMLTJNHMFFBF78CA,坡道平面,0,30.86
RPPRMLTJNHMFFBF78CA,坡道平面,0,30.86
RPPRMLTJNHMFFBF78CA,坡道平面,0,30.86
RPPRMLTJNHMFFBF78CA,坡道平面,0,30.86
RPPRMLTJNHMFFBF78CA,坡道平面,0,30.86
RPPRMLTJNHMFFBF78CA,坡道平面,0,30.86
RPPRMLTJNHMFFBF78CA,坡道平面,0,30.86
RPUNMLOJNHMFFBF38CA,坡道平面,1650000,23.29
RPVNMLOJNHMFFBF48CA,坡道平面,1650000,24.95
RPXNMLOJNHMFFBF68CA,坡道平面,1650000,24.95
RPUQMLNJNHMFFBF58CA,坡道平面,0,32.56
RPUQMLNJNHMFFBF58CA,坡道平面,0,32.56
RPWPMLOJNHMFFBF78CA,坡道平面,1700000,28.95
RPWPMLOJNHMFFBF78CA,坡道平面,1500000,28.95
RPWPMLOJNHMFFBF78CA,坡道平面,1500000,28.95
RPPOMLQJNHMFFBF18CA,坡道平面,0,24.16
RPRQMLKLNHMFFBF18CA,坡道平面,1500000,38.51
RPWQMLKLNHMFFBF68CA,坡道平面,1600000,38.51
RPSRMLKLNHMFFBF38CA,坡道平面,1500000,38.51
RPTRMLKLNHMFFBF48CA,坡道平面,1700000,44.73
RPURMLKLNHMFFBF58CA,坡道平面,1700000,38.51
RPWRMLKLNHMFFBF78CA,坡道平面,1700000,44.73
RPXRMLKLNHMFFBF88CA,坡道平面,1500000,38.51
RPXPMLMKNHMFFBF78CA,坡道平面,2000000,32.64
RPOPMLMKNHMFFBF87CA,坡道平面,0,
RPUPMLNKNHMFFBF58CA,坡道平面,0,40.46
RPUPMLNKNHMFFBF58CA,坡道平面,0,40.46
RPVPMLNKNHMFFBF68CA,坡道平面,0,42.83
RPVPMLNKNHMFFBF68CA,坡道平面,0,42.83
RPOOMLLMNHMFFBF87CA,坡道平面,1700000,44.73
RPPOMLLMNHMFFBF97CA,坡道平面,1700000,44.73
RPSSMLQLNHMFFBF09CA,坡道平面,1800000,36.50
RPTSMLQLNHMFFBF56CA,坡道平面,1600000,36.50
RPPQMLLMNHMFFBF18CA,坡道機械,0,
RPOPMLNJNHMFFCF97CA,坡道平面,1800000,63.89
RPSOMLLKNHMFFCF18CA,坡道平面,1700000,31.69
RPUOMLLKNHMFFCF38CA,坡道平面,2000000,31.96
RPTQNLTKOHMFFBF76CA,坡道平面,0,31.48
RPSPMLMJNHMFFCF28CA,坡道平面,0,24.37
RPTPMLMJNHMFFCF38CA,坡道平面,0,26.88
RPSQMLKLOHMFFBF38CA,升降機械,0,14.58
RPUPMLOLNHMFFBF78CA,坡道平面,1600000,38.51
RPROMLLMNHMFFBF18CA,坡道平面,1700000,35.45
RPSOMLLMNHMFFBF28CA,坡道平面,1600000,30.56
RPSPMLQKNHMFFBF68CA,坡道平面,0,31.45
RPPSMLKLNHMFFBF18CA,坡道平面,1600000,38.51
RPVNMLMLNHMFFBF48CA,坡道平面,0,32.43
RPVSMLQKNHMFFBF66CA,坡道平面,0,13.11
RPVSMLQKNHMFFBF66CA,坡道平面,0,15.14
RPXPMLPJNHMFFBF98CA,坡道平面,2000000,38.70
RPOPMLPJNHMFFBF08CA,坡道平面,1950000,42.68
RPQNMLOJNHMFFBF97CA,坡道平面,0,
RPRUMLPJNHMFFBF88CA,坡道平面,2000000,23.64
RPTNMLLMNHMFFAF18CA,升降機械,1500000,13.28
RPWQMLQLNHMFFAF56CA,坡道平面,2000000,36.97
RPUPMLNJNHMFFAF38CA,坡道平面,0,22.87
RPUPMLNJNHMFFAF38CA,坡道平面,0,26.73
RPSPMLKKNHMFFAF97CA,坡道平面,1600000,33.48
RPROMLKKNHMFFAF77CA,坡道平面,0,33.48
RPXPMLSJNHMFFEF96CA,坡道平面,1350000,31.45
RPOQMLSJNHMFFEF78CA,坡道平面,1350000,30.36
RPUNMLPJNHMFFEF78CA,坡道平面,0,
RPQQMLSJNHMFFEF98CA,坡道平面,1350000,31.45
RPRPMLTJNHMFFDF98CA,坡道平面,0,
RPPNMLPJOHMFFEF38CA,坡道平面,0,24.55
RPPNMLPJOHMFFEF38CA,坡道平面,0,24.55
RPSQMLQKNHMFFEF09CA,坡道平面,0,32.22
RPSPMLMKNHMFFEF58CA,坡道平面,0,23.31
RPTNMLQLNHMFFEF98CA,坡道機械,0,19.75
RPTOMLLKNHMFFGF68CA,坡道平面,0,35.20
RPUOMLOJNHMFFGF98CA,坡道平面,2000000,42.64
RPSPMLSJOHMFFDF66EA,坡道平面,0,30.72
RPXQMLNJOHMFFEF86EA,坡道平面,1500000,24.55
RPRNMLOJNHMFFIF98EA,坡道平面,0,
RPTPMLOJNHMFFHF09CA,坡道平面,1000000,32.52
RPRNMLOJNHMFFHF68CA,坡道機械,1000000,22.30
RPRPMLPJNHMFFHF98CA,坡道機械,0,27.31
RPRPMLNLNHMFFHF98CA,坡道平面,1370000,33.89
RPSPMLNLNHMFFHF09CA,坡道平面,1370000,33.89
RPTPMLMKNHMFFHF98CA,坡道平面,2600000,31.16
RPXOMLMKNHMFFHF66CA,坡道平面,2100000,39.90
RPSOMLQLNHMFFHF66CA,升降機械,1500000,9.63
RPSNMLKKNHMFFIF58CA,坡道平面,0,18.86
RPSNMLKKNHMFFIF58CA,坡道平面,0,23.47
RPSNMLKKNHMFFIF58CA,坡道平面,0,23.47
RPSNMLKKNHMFFIF58CA,坡道平面,0,18.86
RPVOMLQLNHMFFIF07CA,坡道平面,880000,39.04
RPOOMLPJNHMFFHF68DA,其他,1500000,28.52
RPOOMLPJNHMFFHF68DA,其他,1500000,28.52
RPTNMLPJNHMFFAF38DA,坡道平面,1300000,23.10
RPTNMLPJNHMFFAF38DA,坡道平面,1300000,23.10
RPPOMLPJNHMFFAF08DA,坡道平面,0,
RPUNMLQJNHMFFAF58DA,坡道機械,1300000,23.74
RPSPMLLKNHMFFBF28DA,坡道平面,0,
RPWOMLTKNHMFFCF86DA,坡道機械,0,29.82
RPRNMLQJNHMFFCF48DA,坡道平面,2000000,31.68
RPUNMLOJNHMFFIF56DA,坡道機械,0,
RPVNMLSJNHMFFEF66DA,坡道平面,1500000,
RPSNMLPJNHMFFGF88DA,坡道平面,1600000,33.10
RPVOMLPJNHMFFGF66DA,坡道平面,1800000,
RPQPMLTKNHMFFIF86CA,坡道平面,1500000,38.45
RPROMLMJOHMFFIF78CA,坡道平面,1700000,26.45
RPSOMLMJOHMFFIF88CA,升降平面,1700000,26.45
RPVNMLPKNHMFFIF76CA,坡道平面,0,36.09
RPSNMLQJNHMFFIF09CA,坡道平面,0,27.81
RPRPMLSJNHMFFIF76CA,坡道平面,1800000,40.83
RPPNMLMKNHMFFHF38CA,坡道平面,0,36.98
RPPNMLSKNHMFFHF98CA,坡道平面,1000000,36.90
RPPNMLSKNHMFFHF98CA,坡道平面,1000000,36.90
RPPNMLSKNHMFFHF98CA,坡道平面,1000000,36.90
RPPNMLSKNHMFFHF98CA,坡道平面,1000000,36.90
RPPNMLSKNHMFFHF98CA,坡道平面,1000000,36.90
RPPNMLSKNHMFFHF98CA,坡道平面,1000000,36.90
RPWPMLPJNHMFFHF86CA,升降平面,1500000,
RPOQMLKKNHMFFHF38CA,坡道平面,0,
RPSPMLPJNHMFFHF09CA,坡道平面,0,
RPPPMLOJNHMFFHF68CA,坡道平面,0,34.66
RPPPMLOJNHMFFHF68CA,坡道平面,0,34.66
RPSNMLPLMHMFFCF78CD,升降機械,800000,18.49
RPUOMLMJOHMFFIF66EA,坡道平面,0,21.28
RPTRMLRKNHMFFEF96EA,坡道平面,0,
RPQQMLNLNHMFFIF56DA,坡道平面,1500000,21.57
SPQQMLNLNHMFFIF66DA,坡道平面,1500000,24.84
RPOOMLNLNHMFFGF48CA,坡道平面,0,29.45
RPPNMLMLNHMFFGF38CA,坡道平面,2000000,34.45
RPPOMLOLNHMFFGF68CA,坡道平面,1800000,26.01
RPPOMLOLNHMFFGF68CA,坡道平面,1800000,26.01
RPTPMLMKNHMFFEF68CA,坡道平面,1500000,42.94
RPQPMLMKNHMFFEF38CA,坡道機械,0,6.97
RPRQMLMKNHMFFEF58CA,坡道平面,0,34.95
RPSSMLQKNHMFFEF66CA,坡道機械,0,15.57
RPRNMLKLNHMFFFF28CA,升降平面,1000000,32.85
RPOOMLMKOHMFFEF18CA,坡道機械,600000,8.70
RPOOMLMKOHMFFEF18CA,坡道機械,600000,8.70
RPXNMLPLNHMFFDF56CA,坡道平面,0,
RPSPMLSJNHMFFDF98CA,坡道平面,0,32.98
RPSPMLSJNHMFFDF98CA,坡道平面,0,32.98
RPVOMLMKNHMFFDF68CA,坡道平面,0,
RPPNMLQLNHMFFCF38CA,坡道平面,0,54.79
RPPNMLQLNHMFFCF38CA,坡道平面,0,54.79
RPPNMLRLNHMFFDF58CA,坡道平面,0,31.51
RPPNMLRLNHMFFDF58CA,坡道平面,0,31.51
RPROMLSJNHMFFEF88CA,坡道平面,1100000,29.20
RPSOMLSJNHMFFEF98CA,坡道平面,1100000,29.20
RPVOMLSJNHMFFEF66CA,坡道平面,1100000,29.20
RPWOMLSJNHMFFEF76CA,坡道平面,1100000,29.20
RPOPMLSJNHMFFEF68CA,坡道平面,1100000,29.20
RPWNMLPJNHMFFEF98CA,坡道平面,1000000,35.90
RPOOMLPJNHMFFEF28CA,坡道平面,1000000,35.90
RPWNMLTJNHMFFEF76CA,坡道平面,1100000,29.20
RPTOMLKKNHMFFEF38CA,坡道平面,1500000,36.85
RPOOMLMKNHMFFAF67CA,坡道平面,0,
RPQRMLLKNHMFFAF08CA,坡道平面,1950000,38.62
RPTPMLOJNHMFFAF38CA,坡道平面,2200000,22.87
RPWRMLPJNHMFFBF09CA,坡道平面,0,11.60
RPWRMLPJNHMFFBF09CA,坡道平面,0,11.60
RPWRMLPJNHMFFBF09CA,坡道平面,0,21.58
RPQPMLOJNHMFFBF18CA,坡道平面,2300000,39.97
RPPNMLSJNHMFFBF28CA,坡道平面,0,
RPPNMLSJNHMFFBF28CA,坡道平面,0,
RPRPMLSJNHMFFBF68CA,坡道平面,0,48.13
RPRPMLSJNHMFFBF68CA,坡道平面,0,48.13
RPXSMLSJNHMFFBF96CA,坡道平面,0,
RPTPMLSKNHMFFBF98CA,坡道機械,0,
RPRNMLQKNHMFFBF38CA,坡道平面,0,
RPOQMLMKNHMFFBF97CA,坡道平面,1700000,29.07
RPPQMLMKNHMFFBF08CA,坡道平面,1500000,29.07
RPQQMLMKNHMFFBF18CA,坡道平面,1550000,29.07
RPWRMLPKNHMFFBF56CA,坡道平面,950000,31.30
RPQSMLPKNHMFFBF68CA,坡道平面,0,41.78
RPUPMLMKNHMFFBF48CA,坡道平面,0,29.07
RPUPMLMKNHMFFBF48CA,坡道平面,0,29.07
RPWPMLMKNHMFFBF68CA,坡道平面,1550000,29.07
RPSNMLMJOHMFFBF08CA,坡道平面,0,41.78
RPPOMLPJNHMFFCF18CA,坡道平面,0,
RPRPNLPKOHMFFBF68CA,坡道平面,0,13.41
RPRPNLPKOHMFFBF68CA,坡道平面,0,13.41
RPRPNLPKOHMFFBF68CA,坡道平面,0,13.41
RPSUMLPJOHMFFBF09CA,坡道平面,0,14.98
RPVNMLTJNHMFFCF09CA,坡道平面,0,31.84
