¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï«á«l¤¤µó132«Ñ1~30¸¹,78.44,¦í,,,1051101,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050628,211.6,5,2,4,¦³,µL,12600000,59546,,0.0,0,,RPPPMLQLOHMFFEE78CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï«á«l¤¤µó132«Ñ1~30¸¹,142.44,¦í,,,1060201,¤g¦a2«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050628,321.16,5,2,4,¦³,µL,16680000,51937,,0.0,0,,RPQPMLQLOHMFFEE88CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¤j¾Ç«n¸ô1201~1230¸¹,11.92,°Ó,,,1060302,¤g¦a1«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1051130,140.19,3,2,2,¦³,¦³,8950000,63842,©Y¹D¾÷±ñ,0.0,0,,RPRQMLKKMHMFFEE18CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¤j¾Ç«n¸ô1201~1230¸¹,7.79,°Ó,,,1060307,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1051130,83.82,2,2,1,¦³,¦³,5500000,65617,,0.0,0,,RPSQMLKKMHMFFEE28CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¤j¾Ç«n¸ô1201~1230¸¹,11.92,°Ó,,,1060304,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1051130,140.19,3,2,2,¦³,¦³,8700000,62059,©Y¹D¾÷±ñ,0.0,0,,RPURMLRKMHMFFEE66CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¥Á±Ú¤@¸ô991~1020¸¹,8.93,¦í,,,1060324,¤g¦a1«Øª«1¨®¦ì1,¤Q¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,1001202,101.82,2,2,1,¦³,¦³,5000000,49106,©Y¹D¥­­±,17.58,0,,RPXPMLLJNHMFFEE78CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¼w½å¸ô211~240¸¹,6.83,¦í,,,1060413,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0831213,53.75,1,1,1,¦³,¦³,1720000,32000,,0.0,0,,RPPNMLNJNHMFFEE97CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¥Á±Ú¤@¸ô991~1020¸¹,8.69,¦í,,,1060411,¤g¦a1«Øª«1¨®¦ì1,¤Q¥|¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¨£¨ä¥¦µn°O¨Æ¶µ,1001202,103.49000000000001,2,1,1,¦³,¦³,5900000,57010,©Y¹D¥­­±,17.58,0,,RPQNMLNJNHMFFEE08CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¼w´Iµó271~300¸¹,28.87,¦í,,,1060418,¤g¦a1«Øª«1¨®¦ì1,¤C¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040709,178.38,4,2,2,¦³,¦³,10360000,58078,©Y¹D¥­­±,15.19,0,,RPPNMLPJNHMFFEE18CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¼w´Iµó271~300¸¹,28.87,¦í,,,1060420,¤g¦a1«Øª«1¨®¦ì1,¤Q¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040709,178.38,4,2,2,¦³,¦³,10320000,57854,©Y¹D¥­­±,15.19,0,,RPQNMLPJNHMFFEE28CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¼w´Iµó271~300¸¹,22.61,¦í,,,1060420,¤g¦a1«Øª«1¨®¦ì1,¤Q¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1040709,140.84,3,2,2,¦³,¦³,8450000,59997,©Y¹D¥­­±,15.19,0,,RPRNMLPJNHMFFEE38CA
¥ªÀç°Ï,¤g¦a,·sÉÜ¬q¤@¤p¬q961~990¦a¸¹,332.0,¦í,,,1060401,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,37000000,111446,,0.0,0,,RPSOMLPJNHMFFEE58CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï¤å·O¸ô170«Ñ1~30¸¹,21.98,¦í,,,1060406,¤g¦a1«Øª«1¨®¦ì0,¤K¼h,¤Q¼h,µØ·H(10¼h§t¥H¤U¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830701,102.42,3,2,2,¦³,¦³,3980000,38860,,0.0,0,,RPSQMLKKNHMFFEE38CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¿³¦è¸ô121~150¸¹,18.76,°Ó,,,1060322,¤g¦a2«Øª«1¨®¦ì1,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050701,163.45,3,1,2,¦³,¦³,6250000,38238,©Y¹D¾÷±ñ,0.0,0,,RPQNMLOKNHMFFEE28CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¿³¦è¸ô121~150¸¹,14.31,°Ó,,,1060325,¤g¦a2«Øª«1¨®¦ì1,¤Q¤@¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050701,123.08,2,1,1,¦³,¦³,5330000,43305,©Y¹D¾÷±ñ,0.0,0,§t¸ËæC,RPRNMLOKNHMFFEE38CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¿³¦è¸ô121~150¸¹,15.82,°Ó,,,1060321,¤g¦a2«Øª«1¨®¦ì1,¤Q¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050701,137.24,2,1,2,¦³,¦³,6600000,48091,©Y¹D¾÷±ñ,0.0,0,,RPSNMLOKNHMFFEE48CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¿³¦è¸ô121~150¸¹,20.37,°Ó,,,1060309,¤g¦a2«Øª«1¨®¦ì1,¤G¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050701,171.8,3,1,2,¦³,¦³,8320000,48428,©Y¹D¾÷±ñ,0.0,0,,RPTNMLOKNHMFFEE58CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¥ß¤j¸ô50«Ñ17§Ë1~30¸¹,27.17,¦í,,,1060404,¤g¦a1«Øª«1¨®¦ì1,¤Q¤@¼h¡A¹q±è¼Ó±è¶¡,¤Q¤G¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0830902,172.17000000000002,3,2,2,¦³,¦³,7500000,43562,©Y¹D¥­­±,0.0,0,,RPTOMLQKNHMFFEE88CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï±Ò©÷µó450«Ñ1~30¸¹,68.89,¦í,,,1060405,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0781207,157.23,4,2,3,¦³,µL,5150000,32755,,0.0,0,,RPVNMLRKNHMFFEE09CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¿³®õµó61~90¸¹,22.68,¦í,,,1060317,¤g¦a3«Øª«1¨®¦ì1,¤E¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1011122,143.84,3,2,2,¦³,¦³,6130000,42617,©Y¹D¥­­±,24.97,0,,RPOQMLRKNHMFFEE68CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¥ªÀç°Ï¥ªÀç¤j¸ô451«Ñ1~30¸¹,150.0,¦í,,,1060404,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0680613,188.52,3,2,2,¦³,µL,9000000,47740,,0.0,0,,RPUNMLSKNHMFFEE09CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¥k©÷µó143«Ñ31~60¸¹,48.0,¦í,,,1060329,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,,¥[±j¿j³y,0601210,93.76,3,2,2,¦³,µL,4950000,52794,,0.0,0,,RPVNMLSKNHMFFEE56CA
©£¤s°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«©£¤s°ÏÄµ®©«Ñ31~60¸¹,73.0,¦í,,,1060405,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í°Ó¥Î,¿ûµ¬²V¾®¤g³y,0681006,134.58,5,2,3,¦³,µL,4260000,31654,,0.0,0,,RPTNMLMJNHMFFFE38CA
¿P±_°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¿P±_°Ï¤¤¥Á¸ô393«Ñ1~30¸¹,66.88,¦í,,,1060412,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,1060103,157.57,4,2,3,¦³,µL,10200000,64733,,0.0,0,,RPVNMLMJNHMFFFE58CA
±ê©x°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«±ê©x°Ï¤j¦vµó151~180¸¹,111.32,¦í,,,1060324,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,1050517,197.53,4,2,3,¦³,µL,9020000,45664,,0.0,0,,RPWNMLMJNHMFFFE68CA
¾ôÀY°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¾ôÀY°Ï¤½¶é«nµó11«Ñ5§Ë1~30¸¹,83.76,,¤@¯ë¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060408,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤­¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0850907,195.23,4,2,3,¦³,¦³,5500000,28172,,0.0,0,,RPQNMLOJNHMFFFE28CA
©£¤s°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«©£¤s°Ï¤j©÷µó31~60¸¹,20.2,¦í,,,1060327,¤g¦a0«Øª«1¨®¦ì1,¤T¼h,¤Q¤@¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0840930,150.32,3,2,2,¦³,¦³,3900000,25945,©Y¹D¾÷±ñ,0.0,0,,RPQOMLSJNHMFFFE78CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï»A«Ì¨½¼wÂ×µó1~30¸¹,20.1,¦í,,,1060306,¤g¦a1«Øª«1¨®¦ì0,¤Q¤@¼h,¤G¤Q¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050604,125.59,3,2,2,¦³,¦³,7470000,59479,,0.0,0,,RPPQMLQLNHMFFEE78CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«·£±ê°Ï¤j¾Ç¤Qµó451~480¸¹,16.73,¦í,,,1060317,¤g¦a1«Øª«1¨®¦ì0,¤T¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050112,98.16,2,2,1,¦³,¦³,5250000,53484,,0.0,0,,RPWOMLSKNHMFFEE76CA
·£±ê°Ï,¤g¦a,·£³£¬q¤@¤p¬q361~390¦a¸¹,39.0,°Ó,,,1060324,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1300000,33333,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLTKNHMFFEE88CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¥[©÷¸ô61~90¸¹,23.1,¦í,,,1060329,¤g¦a1«Øª«1¨®¦ì2,¤@¼h¡A§¨¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1041112,212.81,0,0,2,µL,¦³,14200000,65692,©Y¹D¥­­±,35.62,2560000,¨Ï¥Î°õ·Ó¨Ï¥Î¥Î³~:¿ì¤½«Ç,RPVRMLMLNHMFFEE09CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¥[©÷¸ô61~90¸¹,11.48,¦í,,,1060411,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1041112,111.23,2,1,1,¦³,¦³,6630000,57268,©Y¹D¥­­±,17.81,1280000,,RPWRMLMLNHMFFEE56CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¥[©÷¸ô61~90¸¹,11.48,¦í,,,1060412,¤g¦a1«Øª«1¨®¦ì1,¤»¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1041112,111.23,2,1,1,¦³,¦³,6600000,58018,©Y¹D¥­­±,17.81,1180000,,RPPSMLMLNHMFFEE58CA
·£±ê°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«·£±ê°Ï¾Ç±M¸ô781~810¸¹,15.39,¦í,,,1060411,¤g¦a1«Øª«1¨®¦ì1,¤K¼h,¤Q¤­¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1041112,154.82999999999998,2,1,1,¦³,¦³,8900000,56342,©Y¹D¥­­±,17.81,1180000,,RPTPMLNLNHMFFEE78CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¦Û¥Ñ¥|¸ô361~390¸¹,19.41,¦í,,,1060312,¤g¦a1«Øª«1¨®¦ì1,¤­¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050108,156.84,3,2,2,¦³,¦³,11100000,74180,©Y¹D¾÷±ñ,23.38,1200000,,RPSNMLQLNHMFFEE78CA
¥ªÀç°Ï,©Ð¦a(¤g¦a+«Øª«)+¨®¦ì,°ª¶¯¥«¥ªÀç°Ï¦Û¥Ñ¥|¸ô361~390¸¹,17.97,¦í,,,1060330,¤g¦a1«Øª«1¨®¦ì1,¤G¼h,¤Q¤K¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥¦µn°O¨Æ¶µ,¨£¨ä¥¦µn°O¨Æ¶µ,1050108,145.12,3,2,2,¦³,¦³,11000000,80499,©Y¹D¾÷±ñ,23.38,1200000,Á`»ù§t¸ËæC¶O,RPTNMLQLNHMFFEE88CA
À±ªû°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«À±ªû°Ï¤¤¥¿¸ô31~60¸¹,295.52,¦í,,,1060410,¤g¦a3«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,°Ó·~¥Î,¿ûµ¬²V¾®¤g³y,1030409,171.32,0,0,2,¦³,µL,24500000,143007,,0.0,0,¦@¦³¤H¤§¶¡²¾Âà,RPQNMLSKNHMFFFE78CA
©£¤s°Ï,¤g¦a,©£¤s¬q121~150¦a¸¹,66.57,°Ó,,,1060322,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4760000,71504,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C§t¥¼«O¦sµn°O¤§«Øª«¡C,RPPOMLSKNHMFFFE78CA
¿P±_°Ï,©Ð¦a(¤g¦a+«Øª«),°ª¶¯¥«¿P±_°Ï¿P«n¤Tµó91~120¸¹,83.39,¦í,,,1060325,¤g¦a1«Øª«1¨®¦ì0,¥þ,¥|¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0941117,194.92,4,2,3,¦³,µL,6820000,34989,,0.0,0,,RPSNMLTKNHMFFFE09CA
