¶mÂí¥«°Ï,¥æ©ö¼Ðªº,¤g¦a°Ï¬q¦ì¸m©Î«Øª«°ÏªùµP,¤g¦a²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î¤À°Ï,«D³£¥«¤g¦a¨Ï¥Î½s©w,¥æ©ö¦~¤ë¤é,¥æ©öµ§´É¼Æ,²¾Âà¼h¦¸,Á`¼Ó¼h¼Æ,«Øª««¬ºA,¥D­n¥Î³~,¥D­n«Ø§÷,«Ø¿v§¹¦¨¦~¤ë,«Øª«²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,«Øª«²{ªp®æ§½-©Ð,«Øª«²{ªp®æ§½-ÆU,«Øª«²{ªp®æ§½-½Ã,«Øª«²{ªp®æ§½-¹j¶¡,¦³µLºÞ²z²ÕÂ´,Á`»ù¤¸,³æ»ù¨C¥­¤è¤½¤Ø,¨®¦ìÃþ§O,¨®¦ì²¾ÂàÁ`­±¿n¥­¤è¤½¤Ø,¨®¦ìÁ`»ù¤¸,³Æµù,½s¸¹
ªFªe¶m,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤ªFªe¶m¥_ªFªe151~180¸¹,3038.25,¦í,,,1060411,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¹AªÙ,¨£¨ä¥Lµn°O¨Æ¶µ,1001124,561.49,6,3,3,¦³,µL,4370503,7784,,0.0,0,¿Ë¤Í¶¡¯S®í¶R½æ¡C,RPPNMLPJNHMFFBV96CA
¤Ó³Â¨½¶m,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤¤Ó³Â¨½¶m¤Ó³Â¨½µó91~120¸¹,82.85,¦í,,,1060322,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0761002,104.19,5,2,2,¦³,µL,3000000,28794,,0.0,0,§t¥¼«O¦sµn°O«Øª«³¡¥÷,­±¿n:67.91¥­¤è¤½¤Ø,RPPNMLMJNHMFFDV86CA
¥xªF¥«,¤g¦a,ªF®ü¬q181~210¦a¸¹,1611.43,¹A,,,1060411,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4028500,2500,,0.0,0,,RPPNMLQLNHMFFAV27DA
¦À¤W¶m,¤g¦a,ÀA´I¬q361~390¦a¸¹,226.86,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060405,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,408348,1800,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLNJNHMFFCV96DA
ª÷fa4b¶m,¤g¦a,ª÷¤s¬q31~60¦a¸¹,444.51,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,1060316,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6000000,13498,,0.0,0,§t¼W«Ø©Î¥¼µn°O«Øª«¡C,RPPNMLPJNHMFFDV17CA
ªFªe¶m,¤g¦a,¥_¤K¨½¬q91~120¦a¸¹,3976.54,,­·´º°Ï,¹Aªª¥Î¦a,1060420,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3379000,850,,0.0,0,,RPPNMLMLNHMFFBV86CA
³À³¥¶m,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤³À³¥¶m·ç·½§ø10¾F¤å¤Æ¸ô91~120¸¹,118.5,,¯S©w¹A·~°Ï,¥ÒºØ«Ø¿v¥Î¦a,1060414,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤@¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,07003,36.67,0,0,0,µL,µL,750000,20453,,0.0,0,,RPQNMLOJNHMFFCV07CA
¨õ«n¶m,¤g¦a,§Q®a¬q6811~6840¦a¸¹,2600.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060420,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4420000,1700,,0.0,0,,RPSNMLNJNHMFFAV96CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¤¤¤s¸ô178«Ñ1~30¸¹,56.0,¦í,,,1060420,¤g¦a2«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0821116,114.23,6,1,6,¦³,µL,1500000,13131,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPTNMLOJNHMFFAV17CA
¨õ«n¶m,¤g¦a,§Q®a¬q6091~6120¦a¸¹,5040.0,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060420,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,9860000,1956,,0.0,0,,RPQNMLPJNHMFFAV96CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥««n¤ýªFµó31~60¸¹,851.37,¦í,,,1060224,¤g¦a4«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0710706,198.42,3,2,2,¦³,µL,22220000,111985,,0.0,0,,RPRNMLPJNHMFFAV07CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¥Ã¦wµó206«Ñ1~30¸¹,122.46,¦í,,,1060424,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050922,203.94,4,2,4,¦³,µL,8300000,40698,,0.0,0,,RPSNMLPJNHMFFAV17CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¿Å¶§¸ô61~90¸¹,131.65,¦í,,,1060408,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050419,229.95,5,2,5,¦³,µL,10300000,44792,,0.0,0,,RPUNMLPJNHMFFAV37CA
¨õ«n¶m,¤g¦a,©ú®p¬q1081~1110¦a¸¹,5564.4,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060405,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7000000,1258,,0.0,0,,RPPNMLSJNHMFFAV17CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¥|ºû¸ô¤T¬q59«Ñ1~30¸¹,14.89,¦í,,,1060415,¤g¦a1«Øª«1¨®¦ì0,¤G¼h,¤Q¥|¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0830419,113.44,3,2,2,¦³,µL,3580000,31559,,0.0,0,,RPQNMLOJNHMFFAV86CA
ªFªe¶m,¤g¦a,¥_¤K¨½¬q481~510¦a¸¹,4000.0,,­·´º°Ï,¹Aªª¥Î¦a,1060119,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,9000000,2250,,0.0,0,,RPQNMLPJNHMFFBV07CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¤¯¤­µó31~60¸¹,44.54,¦í,,,1060405,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¥|¼h,¤½´J(5¼Ó§t¥H¤UµL¹q±è),¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0721004,110.82,3,2,2,¦³,µL,3500000,31583,,0.0,0,,RPTNMLPJNHMFFAV37DA
¤Ó³Â¨½¶m,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤¤Ó³Â¨½¶m¤Ó³Â¨½µó241~270¸¹,75.19,°Ó,,,1060419,¤g¦a2«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡AÃM¼Ó,¤G¼h,©±­±(©±¾Q),¦í°Ó¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,,135.01,5,1,2,¦³,µL,3650000,27035,,0.0,0,,RPPNMLSJNHMFFDV47CA
¥xªF¥«,¤g¦a,¥_«n¤ý¬q781~810¦a¸¹,2049.07,¨ä¥L,,,1060406,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2602319,1270,,0.0,0,¨óÄ³»ùÁÊ,RPSNMLTJNHMFFAV67DA
¥xªF¥«,¤g¦a,¥_«n¤ý¬q781~810¦a¸¹,1455.65,¨ä¥L,,,1060406,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1848676,1270,,0.0,0,¨óÄ³»ùÁÊ,SPSNMLTJNHMFFAV77DA
¥xªF¥«,¤g¦a,¥_«n¤ý¬q781~810¦a¸¹,4260.91,¨ä¥L,,,1060412,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,6007883,1410,,0.0,0,¨óÄ³»ùÁÊ,RPTNMLTJNHMFFAV77DA
¥xªF¥«,¤g¦a,¥_«n¤ý¬q811~840¦a¸¹,214.68,¨ä¥L,,,1060406,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,291965,1360,,0.0,0,¨óÄ³»ùÁÊ,RPUNMLTJNHMFFAV87DA
¥xªF¥«,¤g¦a,¥_«n¤ý¬q841~870¦a¸¹,2939.03,¨ä¥L,,,1060410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,3938300,1340,,0.0,0,¨óÄ³»ùÁÊ,RPVNMLTJNHMFFAV97DA
¥xªF¥«,¤g¦a,¥_«n¤ý¬q841~870¦a¸¹,3235.02,¨ä¥L,,,1060410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4334927,1340,,0.0,0,¨óÄ³»ùÁÊ,SPVNMLTJNHMFFAV08DA
¥xªF¥«,¤g¦a,¥_«n¤ý¬q841~870¦a¸¹,1757.34,¨ä¥L,,,1060406,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2073664,1180,,0.0,0,¨óÄ³»ùÁÊ,RPWNMLTJNHMFFAV08DA
¥xªF¥«,¤g¦a,¥_«n¤ý¬q841~870¦a¸¹,246.72,,¯S©w¹A·~°Ï,¹Aªª¥Î¦a,1060406,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,291127,1180,,0.0,0,¨óÄ³»ùÁÊ,SPWNMLTJNHMFFAV18DA
ªøÀØ¶m,¤g¦a,«°¥J®H¬q181~210¦a¸¹,8073.65,,­·´º°Ï,¹Aªª¥Î¦a,1060419,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,7000000,867,,0.0,0,,RPPNMLQKNHMFFBV17CA
¨õ«n¶m,¤g¦a,«á´ò¬q211~240¦a¸¹,366.97,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1137607,3100,,0.0,0,,RPTNMLMKNHMFFAV07CA
¦¨¥\Âí,¤g¦a,·s³£«Â¬q331~360¦a¸¹,236.24,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060421,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,100000,423,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPPNMLTJNHMFFBV47DA
¨õ«n¶m,¤g¦a,«á´ò¬q211~240¦a¸¹,485.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060410,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1503500,3100,,0.0,0,,RPUNMLMKNHMFFAV17CA
¥xªF¥«,¤g¦a,¥xªF¬q421~450¦a¸¹,74.0,¦í,,,1060322,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,1000000,13514,,0.0,0,,RPOOMLRKNHMFFAV17CA
¨õ«n¶m,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤¨õ«n¶m¤Ó¥­§ø¤Ó¥­¸ô331«Ñ1~30¸¹,83.0,,¶m§ø°Ï,¤AºØ«Ø¿v¥Î¦a,1060327,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0680822,96.64,3,1,2,¦³,µL,3000000,31043,,0.0,0,,RPQNMLKKNHMFFAV56CA
¥xªF¥«,¤g¦a,Â×¾ô¬q31~60¦a¸¹,1941.26,¹A,,,1060331,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2450000,1262,,0.0,0,,RPQNMLSJNHMFFAV27CA
¦À¤W¶m,¤g¦a,ºÖ­ì¬q961~990¦a¸¹,827.06,¦í,,,1060101,¤g¦a5«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,4000000,4836,,0.0,0,¤g¦a¼W­Èµ|§¡¥Ñ¶R¤è­t¾á,RPPNMLLJOHMFFCV76CA
Ãö¤sÂí,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤Ãö¤sÂí¥Á±Ú¸ô181~210¸¹,73.73,¦í,,,1060401,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¿ûµ¬²V¾®¤g³y,0950721,160.87,4,2,3,¦³,µL,5800000,36054,,0.0,0,,RPQNMLLJOHMFFCV86CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¶}«Êµó805«Ñ1~30¸¹,130.0,¦í,,,1060417,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,1030917,232.83,4,1,4,¦³,µL,9000000,38655,,0.0,0,,RPRNMLMKNHMFFAV96DA
¥xªF¥«,¤g¦a,¥xªF¬q181~210¦a¸¹,133.0,¦í,,,1060421,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,2128000,16000,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPRNMLTJNHMFFAV57DA
¤jªZ¶m,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤¤jªZ¶m¥Á¦³µó61~90¸¹,79.69,¦í,,,1060415,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¨£¨ä¥Lµn°O¨Æ¶µ,¨£¨ä¥Lµn°O¨Æ¶µ,0970522,161.84,4,2,3,¦³,µL,2500000,15447,,0.0,0,,RPQNMLLKNHMFFDV96CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«Â×¨¦«n¸ô1~30¸¹,90.67,¦í,,,1060418,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0771230,113.75,3,1,2,¦³,µL,4300000,37802,,0.0,0,,RPPOMLRKNHMFFAV27CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¥Ã¦wµó206«Ñ1~30¸¹,138.72,¦í,,,1060424,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤T¼h,³z¤Ñ­í,¦í®a¥Î,¨£¨ä¥Lµn°O¨Æ¶µ,1050922,213.15,5,2,5,¦³,µL,9160000,42974,,0.0,0,,RPQNMLMKNHMFFAV76CA
¤Ó³Â¨½¶m,¤g¦a,ª÷´I¬q271~300¦a¸¹,43.61,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,1060426,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,96000,2201,,0.0,0,,RPPNMLMKNHMFFDV07DA
¤Ó³Â¨½¶m,¤g¦a,¦h¨}¬q481~510¦a¸¹,4647.0,,¤s©Y¦a«O¨|°Ï,¹Aªª¥Î¦a,1060501,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,236997,51,,0.0,0,,RPPNMLRKNHMFFDV57DA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¤¯¤Cµó181~210¸¹,109.0,¦í,,,1060329,¤g¦a1«Øª«1¨®¦ì0,¤@¼h¡A¤G¼h¡A¤T¼h¡A¥|¼h¡AÃM¼Ó,¥|¼h,©±­±(©±¾Q),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0840701,232.64,3,2,3,¦³,µL,7000000,30089,,0.0,0,,RPSNMLMKNHMFFAV96CA
¥xªF¥«,¤g¦a,Â×¯è¬q721~750¦a¸¹,280.9,¦í,,,1060331,¤g¦a2«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,9176760,32669,,0.0,0,,RPQNMLLKNHMFFAV66CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¤¯©÷µó91~120¸¹,16.32,¦í,,,1060313,¤g¦a1«Øª«1¨®¦ì0,¥|¼h,¤Q¤T¼h,¦í¦v¤j¼Ó(11¼h§t¥H¤W¦³¹q±è),¨£¨ä¥Lµn°O¨Æ¶µ,¿ûµ¬²V¾®¤g³y,0830516,226.68,3,2,2,¦³,µL,7000000,30881,,0.0,0,§t®a¹q¡B³Ã­Ñ¤Î¸ËæC,RPRNMLLKNHMFFAV76CA
¥xªF¥«,©Ð¦a(¤g¦a+«Øª«),»OªF¿¤»OªF¥«¬¥¶§µó277«Ñ24§Ë1~30¸¹,93.0,¦í,,,1060417,¤g¦a1«Øª«1¨®¦ì0,¥þ,¤G¼h,³z¤Ñ­í,¦í®a¥Î,¥[±j¿j³y,0621215,100.45,3,2,2,¦³,µL,3750000,37332,,0.0,0,,RPPNMLKKNHMFFAV09CA
¨õ«n¶m,¤g¦a,Às¹L¯ß¬q301~330¦a¸¹,262.0,,¤s©Y¦a«O¨|°Ï,¤þºØ«Ø¿v¥Î¦a,1060413,¤g¦a1«Øª«0¨®¦ì0,,,¨ä¥L,,,,0.0,0,0,0,¦³,µL,191260,730,,0.0,0,¿Ë¤Í¡B­û¤u©Î¨ä¥L¯S®íÃö«Y¶¡¤§¥æ©ö¡C,RPROMLMKNHMFFAV07DA
